                                                  

       SCF,CCSD
   -56.77757506,   -57.17383355
   -56.78253006,   -57.14882296
   -56.73931751,   -57.14774721
   -56.73931751,   -57.14774721
   -56.57457883,   -56.90728779
   -56.06819414,   -56.37052557
   -55.21870110,   -55.49402718
   -53.94062096,   -54.19220942
   -53.02416440,   -53.27029627
   -53.72092304,   -53.97799128
   -53.45791404,   -53.70594252
   -52.23337413,   -52.45841037
   -44.03529576,   -44.19145954
                                                  
