                                                  

       SCF,CCSD
   -39.60102524,   -39.95698674
   -39.58987609,   -39.93443130
   -39.53976732,   -39.87059356
   -39.44261942,   -39.76764957
   -39.40006112,   -39.70807007
   -38.98028699,   -39.26173461
   -38.79838842,   -39.06936097
   -38.94539142,   -39.22919720
   -38.53319592,   -38.79444560
   -38.24808510,   -38.50293511
   -35.97114830,   -36.19066067
   -33.15909519,   -33.33395985
   -29.79081817,   -29.91132553
                                                  
