SCF,CCSD
-15601.87029,-15602.12726
-15601.89633,-15602.10266
-15601.84724,-15602.10644
-15601.63604,-15601.82117
-15601.69424,-15601.86860
-15601.17301,-15601.33611
-15600.32392,-15600.46487
-15599.04321,-15599.16833
-15598.11796,-15598.23272
-15598.84402,-15598.95981
-15598.54803,-15598.66248
-15597.32769,-15597.42755
-15589.20601,-15589.34499
-15584.24346,-15584.34144
-15578.40454,-15578.48582
-15564.77708,-15564.81904
