                                                  

       SCF,CCSD
   -56.38924346,   -56.79506756
   -56.38172294,   -56.75801125
   -56.33386493,   -56.75232749
   -56.11902717,   -56.46292746
   -56.17818389,   -56.52152426
   -55.65259996,   -55.96452792
   -54.79924410,   -55.08469811
   -53.51379367,   -53.77589532
   -52.58692297,   -52.84535911
   -53.32454476,   -53.59360031
   -53.00180041,   -53.26011436
   -51.79528069,   -52.03081899
   -43.64839842,   -43.81038240
                                                  
