                                                  

        SCF,CCSD
   -108.27555142,   -109.1913536
   -108.28345399,   -109.1558925
   -108.19355458,   -109.1326316
   -108.26806821,   -109.1894847
   -108.10304310,   -108.9684832
   -108.04714843,   -108.9614827
   -107.68552549,   -108.5215090
   -107.47532372,   -108.3272938
   -106.94360729,   -107.7751392
   -105.40475650,   -106.1360828
   -103.09034863,   -103.7302959
    -99.87809724,   -100.4721465
                                                  
