                                                  

       SCF,CCSD
   -56.42102451,   -56.83114071
   -56.41257927,   -56.79321742
   -56.36407689,   -56.78731801
   -56.14968587,   -56.49742184
   -56.20958967,   -56.55700291
   -55.68421315,   -55.99965033
   -54.83159278,   -55.12038500
   -53.54612517,   -53.81159369
   -52.61715088,   -52.87943525
   -53.35319786,   -53.62648972
   -53.04138324,   -53.30433117
   -51.82619895,   -52.06528694
   -43.77637334,   -43.94042845
                                                  
