                                                  

       SCF,CCSD
   -39.30840807,   -39.67447126
   -39.29815768,   -39.65221363
   -39.24743820,   -39.58838652
   -39.15119586,   -39.48593574
   -39.10793512,   -39.42587184
   -38.68794195,   -38.97866991
   -38.50427977,   -38.78369312
   -38.65270451,   -38.94572858
   -38.23740655,   -38.50701193
   -37.95185582,   -38.21483585
   -35.66083595,   -35.88941160
   -32.83370953,   -33.01745727
   -29.44916780,   -29.57724736
                                                  
