                                                  

       SCF,CCSD
   -56.91669554,   -57.32981375
   -56.90791879,   -57.29219176
   -56.85763288,   -57.28574702
   -56.64878750,   -57.00029518
   -56.70709004,   -57.05733711
   -56.18648632,   -56.50503650
   -55.33490278,   -55.62632648
   -54.04664260,   -54.31440477
   -53.11539206,   -53.38003118
   -53.84189831,   -54.11664280
   -53.54392076,   -53.80873927
   -52.31894013,   -52.55990974
   -44.18130012,   -44.34774624
   -39.19126241,   -39.30847948
   -33.28382288,   -33.38155650
   -19.46634331,   -19.51700899
                                                  
