                                                  

       SCF,CCSD
   -40.10590767,   -40.44319681
   -40.10795221,   -40.43416087
   -40.03397570,   -40.34401473
   -39.98326662,   -40.29364767
   -39.96083537,   -40.26813995
   -39.90107736,   -40.18924386
   -39.49402756,   -39.75825186
   -39.30736848,   -39.56066183
   -39.43938534,   -39.70309069
   -39.03752464,   -39.28061003
   -38.75430713,   -38.99216785
   -36.44048427,   -36.64414845
   -33.58591336,   -33.74822938
   -30.17010689,   -30.28366753
   -21.04894015,   -21.12167167
   -15.55374671,   -15.60284194
   -39.66433766,   -39.93379639
                                                  
