                                                  

         SCF
   -4685.870003
   -4685.770113
   -4685.846752
   -4685.863582
   -4685.652267
   -4685.579392
   -4685.056568
   -4683.963294
   -4682.880405
   -4683.393813
   -4682.377406
   -4680.016963
   -4677.060151
   -4673.476972
   -4669.191558
   -4664.237940
   -4639.128051
                                                  
