                                                  

       SCF,CCSD
   -40.21229716,   -40.58727943
   -40.20097915,   -40.56370210
   -40.14876526,   -40.49908665
   -40.05202127,   -40.39531097
   -40.00890504,   -40.33556043
   -39.58241046,   -39.88105776
   -39.39768243,   -39.68557337
   -39.54816322,   -39.84977539
   -39.12310668,   -39.40031386
   -38.83777146,   -39.10854137
   -36.55769267,   -36.79092152
   -33.72724956,   -33.91318143
   -30.32163416,   -30.44985995
                                                  
