                                                  

       SCF,CCSD
   -46.34445516,   -46.74495773
   -46.34502002,   -46.72210419
   -46.32963637,   -46.75685293
   -46.15448599,   -46.50347237
   -46.13743210,   -46.48830073
   -45.70346707,   -46.02548700
   -44.88355345,   -45.18051305
   -44.52059840,   -44.80976314
   -44.17531339,   -44.46165212
   -43.65889635,   -43.92599845
   -37.21652673,   -37.40758056
   -33.13019624,   -33.26691051
   -28.17890069,   -28.29492526
   -22.59390723,   -22.68497073
   -16.35821283,   -16.42088942
                                                  
