                                                  

       SCF,CCSD
   -37.54696588,   -37.90368023
   -37.66230327,   -38.00968234
   -37.67036557,   -38.04772873
   -37.51036124,   -37.83575396
   -37.52132220,   -37.82677183
   -37.10000982,   -37.38172882
   -36.92342173,   -37.19468421
   -36.66381780,   -36.92523386
   -36.38065240,   -36.63494596
   -34.17604720,   -34.39884604
   -31.45318130,   -31.63472702
   -28.19086543,   -28.32106739
   -24.12398160,   -24.23445874
   -19.46448130,   -19.55113779
   -14.19452424,   -14.25400256
                                                  
