                                                  

        SCF,CCSD
   -108.31438764,   -109.0934831
   -108.31387189,   -109.0551358
   -108.25339801,   -109.0400230
   -108.29908108,   -109.0908798
   -108.13996443,   -108.8683991
   -108.10449831,   -108.8708007
   -107.71908214,   -108.4188694
   -107.53047199,   -108.2346527
   -107.00243621,   -107.6864870
   -105.43060567,   -106.0289186
   -103.07429336,   -103.5997609
    -99.80793006,   -100.3115331
                                                  
