                                                  

       SCF,CCSD
   -57.07528504,   -57.48046450
   -57.06755485,   -57.44315070
   -57.01875986,   -57.43761245
   -56.80597585,   -57.14904387
   -56.86481805,   -57.20660825
   -56.34111610,   -56.65140038
   -55.48836998,   -55.77146596
   -54.20200929,   -54.46116486
   -53.27379004,   -53.52853772
   -54.00521118,   -54.27103133
   -53.70580168,   -53.96152696
   -52.48081402,   -52.71306355
   -44.31861973,   -44.47782613
                                                  
