                                                  

       SCF,CCSD
   -37.81413830,   -38.16578534
   -37.77054917,   -38.11817296
   -37.77838021,   -38.15618174
   -37.61805490,   -37.94353731
   -37.62926252,   -37.93498572
   -37.20794105,   -37.49012348
   -37.03222013,   -37.30377356
   -36.77193369,   -37.03364248
   -36.48874787,   -36.74335130
   -34.28163498,   -34.50453574
   -31.55468396,   -31.73609094
   -28.28654761,   -28.41631157
   -24.21092130,   -24.32078617
   -19.54050583,   -19.62652342
   -14.25739210,   -14.31632640
                                                  
