                                                  

       SCF,CCSD
   -55.56347161,   -55.98533639
   -55.55834446,   -55.95223236
   -55.51133472,   -55.94490122
   -55.28631644,   -55.64702725
   -55.34361758,   -55.70626217
   -54.80109184,   -55.13078472
   -53.92027503,   -54.22429279
   -52.59978720,   -52.88137611
   -51.63646473,   -51.92387584
   -52.40318995,   -52.69501811
   -52.03113220,   -52.31235018
   -50.83954119,   -51.09520104
   -43.11255065,   -43.28214692
                                                  
