                                                  

       SCF,CCSD
   -78.17290210,   -78.66405366
   -78.10395853,   -78.59522714
   -78.08849266,   -78.64860242
   -77.96108473,   -78.38229581
   -77.75394986,   -78.16202662
   -77.38546920,   -77.76954678
   -76.38505770,   -76.74149252
   -74.95421748,   -75.28029345
   -73.02441248,   -73.32390766
   -70.56423509,   -70.83948896
   -69.14162438,   -69.44281537
   -69.65205310,   -69.92969437
   -67.58657308,   -67.83308004
   -56.08709201,   -56.25698385
   -49.33287827,   -49.45203662
                                                  
