                                                  

       SCF,CCSD
   -56.35601039,   -56.76340619
   -56.34733482,   -56.72529958
   -56.29861171,   -56.71915940
   -56.08509729,   -56.43023416
   -56.14497953,   -56.49008794
   -55.62092064,   -55.93428483
   -54.76971859,   -55.05716961
   -53.48523164,   -53.75022541
   -52.55134573,   -52.81297123
   -53.28906659,   -53.56237994
   -52.97413501,   -53.23718482
   -51.76521194,   -52.00480467
   -43.70545888,   -43.87006869
                                                  
