                                                  

       SCF,CCSD
   -77.64530821,   -78.12395706
   -77.57932952,   -78.05756872
   -77.56384289,   -78.10995473
   -77.43268241,   -77.84237822
   -77.21860716,   -77.61471137
   -76.85500974,   -77.22793931
   -75.84751919,   -76.19414518
   -74.41073201,   -74.72832226
   -72.47716672,   -72.76950354
   -70.01682032,   -70.28622279
   -68.59360823,   -68.88923383
   -69.07965219,   -69.35128830
   -67.04422833,   -67.28629188
   -55.58739765,   -55.75409596
   -48.87582971,   -48.99224767
                                                  
