                                                  

        SCF,CCSD
   -108.27519172,   -109.0390322
   -108.27422107,   -109.0010685
   -108.21437178,   -108.9845586
   -108.25968766,   -109.0368369
   -108.10014444,   -108.8134660
   -108.06595327,   -108.8157148
   -107.67896839,   -108.3637467
   -107.49037485,   -108.1780621
   -106.96327747,   -107.6309632
   -105.41188406,   -105.9923304
   -103.07189025,   -103.5790389
    -99.81293285,   -100.2987397
                                                  
