                                                  

         SCF
   -3753.597623
   -3753.554418
   -3753.577881
   -3728.285944
   -3753.362505
   -3749.510730
   -3751.994927
   -3749.908584
   -3750.019886
   -3749.621520
   -3748.793598
   -3745.073424
   -3740.746117
   -3735.791645
   -3729.935406
   -3723.403407
   -3716.177373
                                                  
