z,bind
1.4,0.006381810000162469
1.5,-0.10798818999916349
1.6,-0.18862818999929387
1.7,-0.2430081900006955
1.8,-0.276868189998426
1.9,-0.29475818999941494
2.0,-0.3003581899998282
2.1,-0.2966381899992159
2.2,-0.2859781899992997
2.3,-0.2703181899983649
2.4,-0.25121818999883927
