Z,SCF,CCSD,A_SCF,A_CCSD,B_SCF,B_CCSD
1.4,-11706.29296,-11707.17430,-11704.92990,-11705.68099,-1.49969181,-1.49969181
1.5,-11706.42379,-11707.28867
1.6,-11706.51806,-11707.36931
1.7,-11706.58355,-11707.42369
1.8,-11706.62631,-11707.45755
1.9,-11706.65124,-11707.47544
2.0,-11706.66229,-11707.48104
2.1,-11706.66265,-11707.47732
2.2,-11706.65488,-11707.46666
2.3,-11706.64102,-11707.45100
2.4,-11706.62267,-11707.43190
