                                                  

       SCF,CCSD
   -56.29783178,   -56.70243260
   -56.28930386,   -56.66497592
   -56.24072404,   -56.65855160
   -56.02746097,   -56.37037381
   -56.08658308,   -56.42954254
   -55.56224843,   -55.87340974
   -54.70936101,   -54.99449162
   -53.42228483,   -53.68473876
   -52.49347651,   -52.75406161
   -53.22793265,   -53.49847415
   -52.89829873,   -53.15805539
   -51.69841066,   -51.93503150
   -43.56687269,   -43.72935041
                                                  
