                                                  

        SCF,CCSD
   -108.29522466,   -109.0837491
   -108.30117050,   -109.0499025
   -108.22470853,   -109.0222164
   -108.28445436,   -109.0823111
   -108.12143097,   -108.8583447
   -108.07759430,   -108.8555495
   -107.69428173,   -108.4005988
   -107.49174622,   -108.2038058
   -106.96270636,   -107.6536762
   -105.42084197,   -106.0265399
   -103.10731658,   -103.6409579
    -99.89876232,   -100.4098933
                                                  
