Z,SCF,CCSD,A_SCF,A_CCSD,B_SCF,B_CCSD
1.4,-11779.72219,-11783.27582,-11704.92990,-11708.12680,-74.85940647,-75.09229412
1.5,-11779.83393,-11783.38350,
1.6,-11779.89854,-11783.44555,
1.7,-11779.93049,-11783.47603,
1.8,-11779.93968,-11783.48501,
1.9,-11779.93326,-11783.47968,
2.0,-11779.91651,-11783.46536,
2.1,-11779.89325,-11783.44585,
