z,bind
1.4,-0.05672588000074086
1.5,-0.16440587999990441
1.6,-0.22645588000035843
1.7,-0.2569358799998014
1.8,-0.2659158799985022
1.9,-0.2605858800003631
2.0,-0.24626588000013783
2.1,-0.22675588000005575
