                                                  

          SCF
        0.00000
        0.00000
        0.00000
        0.00000
        0.00000
        0.00000
        0.00000
        0.00000
        0.00000
        0.00000
        0.00000
        0.00000
        0.00000
        0.00000
   -16659.07504
                                                  
