                                                  

       SCF,CCSD
   -41.74041372,   -42.19820890
   -41.72263375,   -42.17111312
   -41.67847507,   -42.11716590
   -41.55643787,   -41.98240128
   -41.54438418,   -41.95548366
   -41.09241452,   -41.47194734
   -40.94728548,   -41.32282049
   -41.09992332,   -41.48824549
   -40.63962572,   -40.99822340
   -40.35674885,   -40.71046418
   -38.11600077,   -38.42150349
   -35.27827496,   -35.52344022
   -31.80017875,   -31.97065936
                                                  
