                                                  

       SCF,CCSD
   -56.75788972,   -57.16308954
   -56.74977660,   -57.12542317
   -56.70108520,   -57.11939493
   -56.48736252,   -56.83067435
   -56.54692705,   -56.88941384
   -56.02144344,   -56.33266984
   -55.16740649,   -55.45211056
   -53.87961669,   -54.14094162
   -52.94818291,   -53.20519337
   -53.68801824,   -53.95605479
   -53.36801989,   -53.62536350
   -52.15692968,   -52.39168829
   -43.93913305,   -44.10093106
                                                  
