                                                  

        SCF,CCSD
   -108.16540627,   -108.9485971
   -108.17429547,   -108.9190414
   -108.09134646,   -108.8842644
   -108.15869454,   -108.9506931
   -107.99219924,   -108.7250050
   -107.94313873,   -108.7155351
   -107.57212116,   -108.2755855
   -107.36793015,   -108.0767031
   -106.84061373,   -107.5285899
   -105.29672186,   -105.8976679
   -102.96814238,   -103.4961173
    -99.72711000,   -100.2341879
                                                  
