                                                  

       SCF,CCSD
   -57.06895498,   -57.47612209
   -57.06122157,   -57.43881181
   -57.01243467,   -57.43328079
   -56.79961931,   -57.14465676
   -56.85845482,   -57.20222356
   -56.33476510,   -56.64699443
   -55.48205124,   -55.76706514
   -54.19569435,   -54.45672905
   -53.26745898,   -53.52407361
   -53.99839436,   -54.26607355
   -53.69981038,   -53.95749437
   -52.47434842,   -52.70842016
   -44.31283757,   -44.47343032
                                                  
