                                                  

       SCF,CCSD
   -56.59285925,   -57.00615228
   -56.58141728,   -56.96569804
   -56.53134667,   -56.95888784
   -56.31712135,   -56.66834177
   -56.38055132,   -56.73116693
   -55.85374201,   -56.17227102
   -55.00257671,   -55.29413518
   -53.71695043,   -53.98495093
   -52.79079151,   -53.05667057
   -53.52459120,   -53.80019504
   -53.21133802,   -53.47668263
   -51.99443483,   -52.23578321
   -43.94874831,   -44.11391068
   -39.01483345,   -39.13018303
   -33.17334024,   -33.26842157
   -19.51026945,   -19.55777372
                                                  
