                                                  

       SCF,CCSD
   -39.31941762,   -39.66757337
   -39.30692641,   -39.64156741
   -39.25911611,   -39.58290634
   -39.16352284,   -39.47880240
   -39.11739239,   -39.41797484
   -38.70078738,   -38.97319353
   -38.51047304,   -38.77175281
   -38.65980162,   -38.93655992
   -38.25599691,   -38.51038615
   -37.96758504,   -38.21356277
   -35.64398192,   -35.85635431
   -32.79906400,   -32.96719677
   -29.41559250,   -29.52864154
                                                  
