                                                  

       SCF,CCSD
   -57.04858426,   -57.45209644
   -57.04085473,   -57.41478232
   -56.99205465,   -57.40913999
   -56.77929760,   -57.12069632
   -56.83810621,   -57.17840218
   -56.31441050,   -56.62323111
   -55.46154132,   -55.74344546
   -54.17487868,   -54.43317031
   -53.24616581,   -53.50037724
   -53.97783611,   -54.24305996
   -53.67480954,   -53.92981422
   -52.45312720,   -52.68489560
   -44.28288794,   -44.44177835
                                                  
