SCF,CCSD
-14559.69010, -14561.05401
-14559.67915, -14561.03224
-14559.62972, -14560.96592
-14559.52654, -14560.87501
-14559.53060, -14560.86400
-14559.48892, -14560.80121
-14559.06764, -14560.35168
-14558.88700, -14560.15739
-14559.03338, -14560.31455
-14558.61677, -14559.87230
-14558.33454, -14559.58314
-14555.98431, -14557.17040
-14553.11110, -14554.22762
-14549.69637, -14550.73865
-14535.30330, -14536.43873
