                                                  

       SCF,CCSD
   -77.84146881,   -78.32061768
   -77.77464222,   -78.25310878
   -77.75919051,   -78.30623421
   -77.62868660,   -78.03815115
   -77.41660486,   -77.81268698
   -77.04997149,   -77.42258731
   -76.04280717,   -76.38875431
   -74.60671346,   -74.92330802
   -72.67444612,   -72.96546746
   -70.21633821,   -70.48410365
   -68.79361254,   -69.08584293
   -69.29523507,   -69.56511686
   -67.24729857,   -67.48749749
   -55.76928414,   -55.93508387
   -49.03753220,   -49.15375097
                                                  

       SCF,CCSD
   -77.64530821,   -78.12395706
   -77.57932952,   -78.05756872
   -77.56384289,   -78.10995473
   -77.43268241,   -77.84237822
   -77.21860716,   -77.61471137
   -76.85500974,   -77.22793931
   -75.84751919,   -76.19414518
   -74.41073201,   -74.72832226
   -72.47716672,   -72.76950354
   -70.01682032,   -70.28622279
   -68.59360823,   -68.88923383
   -69.07965219,   -69.35128830
   -67.04422833,   -67.28629188
   -55.58739765,   -55.75409596
   -48.87582971,   -48.99224767
                                                  
