                                                  

       SCF,CCSD
   -39.54172458,   -39.91059867
   -39.53146762,   -39.88782764
   -39.48040299,   -39.82458959
   -39.38358824,   -39.72040230
   -39.34054640,   -39.66131303
   -38.92056110,   -39.21323098
   -38.73954817,   -39.02167792
   -38.88519320,   -39.18137892
   -38.47298769,   -38.74546818
   -38.18682411,   -38.45216215
   -35.93040458,   -36.15947387
   -33.13581005,   -33.31821316
   -29.78025651,   -29.90491543
                                                  
