                                                  

       SCF,CCSD
   -46.34203451,   -46.74018292
   -46.34269453,   -46.71733551
   -46.32731351,   -46.75211167
   -46.15204303,   -46.49869831
   -46.13499539,   -46.48342455
   -45.70098018,   -46.02070423
   -44.88124337,   -45.17609281
   -44.51762498,   -44.80483343
   -44.17297311,   -44.45719499
   -43.65702840,   -43.92232178
   -37.21032237,   -37.39997719
   -33.12351066,   -33.25920514
   -28.17366002,   -28.28873924
   -22.59211455,   -22.68232334
   -16.36216071,   -16.42408403
                                                  
