                                                  

        SCF,CCSD
   -109.34228468,   -109.99926072
   -109.23035149,   -109.86706200
   -109.28686340,   -109.98088343
   -109.33687405,   -110.03970178
   -109.10970132,   -109.72527964
   -109.05921234,   -109.65514318
   -108.51363229,   -109.06822170
   -107.43692093,   -107.94014549
   -106.89583761,   -107.37247929
   -105.87462441,   -106.32102903
   -103.53361761,   -103.95784092
   -100.61719613,   -101.01156988
    -97.04933865,    -97.41642125
    -92.80025605,    -93.14171385
    -87.89388615,    -88.20044995
    -62.60274546,    -62.75904776
                                                  
