    SCF,CCSD
   -11704.81060,   -11705.65718
   -11704.92990,   -11705.68099
   -11704.90597,   -11705.63352
   -11704.86637,   -11705.61429
   -11704.63557,   -11705.44291
   -11704.74996,   -11705.45365
   -11704.71974,   -11705.44592
   -11704.24174,   -11705.01987
   -11704.32750,   -11705.00392
   -11704.29310,   -11704.97025
   -11703.60489,   -11704.25098
   -11703.47214,   -11704.04178
   -11703.32329,   -11703.89632
   -11702.30144,   -11702.84119
   -11692.76700,   -11693.12689
