                                                  

       SCF,CCSD
   -46.34279616,   -46.74100315
   -46.34363830,   -46.71835451
   -46.32825215,   -46.75305506
   -46.15283092,   -46.49957399
   -46.13604779,   -46.48456050
   -45.70184455,   -46.02165818
   -44.88175400,   -45.17670253
   -44.51762498,   -44.80494504
   -44.17297311,   -44.45731478
   -43.65702840,   -43.92242720
   -37.21032237,   -37.40005576
   -33.12351066,   -33.25926486
   -28.17366002,   -28.28878408
   -22.59211455,   -22.68234874
   -16.36216071,   -16.42408653
                                                  
