                                                  

         SCF
   -3538.994903
   -3538.800566
   -3538.800566
   -3538.800566
   -3538.796567
   -3538.783399
   -3538.360308
   -3538.360308
   -3538.360308
   -3538.369218
   -3538.359656
   -3533.372542
   -3533.372202
   -3531.822818
                                                  
