                                                  

       SCF,CCSD
   -56.87850179,   -57.29009560
   -56.87014263,   -57.25230394
   -56.82100773,   -57.24641169
   -56.60851378,   -56.95794402
   -56.66777385,   -57.01614783
   -56.14367058,   -56.46029458
   -55.29058531,   -55.58000670
   -54.00313146,   -54.26860690
   -53.07464751,   -53.33629290
   -53.80711085,   -54.07939452
   -53.50299503,   -53.76504891
   -52.27955597,   -52.51790316
   -44.12675825,   -44.29125420
                                                  
