SCF,CCSD
-14559.41981, -14559.68701
-14559.40977, -14559.66960
-14559.35860, -14559.61638
-14559.26134, -14559.49910
-14559.21813, -14559.44716
-14558.79831, -14559.00754
-14558.61755, -14558.83369
-14558.76223, -14558.98924
-14558.34647, -14558.55525
-14558.06508, -14558.25789
-14555.71480, -14555.88803
-14552.84150, -14552.97911
-14549.42666, -14549.52351
