SCF
-13851.80711
-13851.75363
-13851.78918
-13851.56803
-13851.60015
-13851.62404
-13851.16657
-13851.02124
-13851.20613
-13850.76220
-13850.47905
-13848.21085
-13845.43253
-13842.12607
-13833.39723
-13828.16155
-13850.90048
