                                                  

       SCF,CCSD
   -56.40913556,   -56.82222559
   -56.40079487,   -56.78505042
   -56.35171088,   -56.77870658
   -56.13903775,   -56.49039995
   -56.19796613,   -56.54882960
   -55.67390758,   -55.99273667
   -54.82048189,   -55.11246046
   -53.53238070,   -53.80090480
   -52.60413413,   -52.87104636
   -53.33340752,   -53.60963279
   -53.02195632,   -53.28796005
   -51.80742403,   -52.04933978
   -43.78659646,   -43.95220312
                                                  
