z,bind
1.4,-0.05582681999852923
1.5,-0.16355681999824867
1.6,-0.22570681999981446
1.7,-0.25638681999784296
1.8,-0.2655168200000304
1.9,-0.260336819998102
2.0,-0.246156819999797
2.1,-0.22675681999875508
