                                                  

       SCF,CCSD
   -77.70061874,   -78.17976634
   -77.63480351,   -78.11326308
   -77.61927240,   -78.16590101
   -77.48790753,   -77.89768114
   -77.27510862,   -77.67140257
   -76.90953085,   -77.28245569
   -75.90112426,   -76.24751189
   -74.46380607,   -74.78093170
   -72.53043236,   -72.82205729
   -70.07142474,   -70.33985485
   -68.64854383,   -68.94244413
   -69.14659031,   -69.41727429
   -67.10175230,   -67.34264425
   -55.65425733,   -55.82033198
   -48.94022678,   -49.05651310
                                                  
