                                                  

       SCF,CCSD
   -77.73551240,   -78.21449239
   -77.67034645,   -78.14869410
   -77.65460260,   -78.20097916
   -77.52314096,   -77.93283590
   -77.31144329,   -77.70767289
   -76.94582851,   -77.31870857
   -75.93686089,   -76.28322978
   -74.49862314,   -74.81575528
   -72.56390469,   -72.85556585
   -70.10309254,   -70.37159205
   -68.67790834,   -68.97188462
   -69.17689084,   -69.44766476
   -67.13116049,   -67.37214497
   -55.67477634,   -55.84103636
   -48.95560433,   -49.07209901
                                                  
