                                                  

       SCF,CCSD
   -56.29276744,   -56.70181713
   -56.28476529,   -56.66436502
   -56.23635829,   -56.65842755
   -56.02233219,   -56.36892975
   -56.08144324,   -56.42794809
   -55.55630620,   -55.87069511
   -54.70285547,   -54.99073658
   -53.41634026,   -53.68109396
   -52.48606135,   -52.74801264
   -53.22336007,   -53.49644424
   -52.90914662,   -53.17173525
   -51.69522129,   -51.93389772
   -43.66518201,   -43.82878276
                                                  
