                                                  

        SCF,CCSD
   -108.22507079,   -109.0073158
   -108.23375114,   -108.9776450
   -108.15132009,   -108.9431862
   -108.21817133,   -109.0093472
   -108.05188557,   -108.7837725
   -108.00310462,   -108.7744406
   -107.63191044,   -108.3345065
   -107.42811488,   -108.1358964
   -106.90084974,   -107.5878743
   -105.35254492,   -105.9528033
   -103.01834449,   -103.5459264
    -99.77055253,   -100.2778240
                                                  
