                                                  

       SCF,CCSD
   -39.96280973,   -40.33772772
   -39.95231891,   -40.31491758
   -39.89869523,   -40.24886199
   -39.80406985,   -40.14738130
   -39.75925561,   -40.08582671
   -39.33490260,   -39.63360421
   -39.14941625,   -39.43729156
   -39.29847920,   -39.59980369
   -38.87641838,   -39.15358912
   -38.59109022,   -38.86171877
   -36.33132066,   -36.56433676
   -33.52443368,   -33.71016331
   -30.14549629,   -30.27359895
                                                  
