                                                  

       SCF,CCSD
   -39.95962653,   -40.33554373
   -39.94728594,   -40.31039351
   -39.89661847,   -40.24821401
   -39.79959160,   -40.14332545
   -39.75621833,   -40.08405864
   -39.33044354,   -39.62975146
   -39.14354313,   -39.43192446
   -39.29549344,   -39.59838209
   -38.87260596,   -39.15100872
   -38.58664511,   -38.85810110
   -36.31251619,   -36.54683819
   -33.49274992,   -33.67944132
   -30.10374477,   -30.23162535
                                                  
