z,bind
1.4,-0.06222652999998424
1.5,-0.1703452299999899
1.6,-0.2335401300000033
1.7,-0.26524372999998924
1.8,-0.27522493000001624
1.9,-0.27072103000001313
2.0,-0.25704423
2.1,-0.23801812999998084
