                                                  

       SCF,CCSD
   -56.32324419,   -56.77143461
   -56.26452544,   -56.72151293
   -56.30264655,   -56.80187130
   -56.10319649,   -56.52253944
   -56.09942577,   -56.51201056
   -55.62167476,   -56.00463529
   -54.73089498,   -55.08177507
   -53.38102288,   -53.70199812
   -52.80134509,   -53.11328511
   -52.39544951,   -52.72423975
   -51.56789697,   -51.85284691
   -47.82531055,   -48.07379363
   -43.47552871,   -43.67649651
   -38.49995691,   -38.64213274
   -32.60097948,   -32.72055573
   -26.02796156,   -26.12085943
   -18.76449275,   -18.82749659
                                                  
