                                                  

       SCF,CCSD
   -56.51309106,   -56.92592794
   -56.50535526,   -56.88894481
   -56.45675455,   -56.88307967
   -56.24368413,   -56.59448495
   -56.30221721,   -56.65232589
   -55.77810114,   -56.09629312
   -54.92471819,   -55.21587064
   -53.63766343,   -53.90503166
   -52.71026015,   -52.97469339
   -53.44167904,   -53.71626461
   -53.13312333,   -53.39740696
   -51.91525888,   -52.15561445
   -43.84164980,   -44.00700207
                                                  
