                                                  

          SCF
        0.00000
        0.00000
   -15784.51685
                                                  

          SCF
        0.00000
        0.00000
   -15784.45408
                                                  

          SCF
        0.00000
        0.00000
   -15784.49681
                                                  

          SCF
        0.00000
        0.00000
   -15784.51685
                                                  
