                                                  

       SCF,CCSD
   -56.35391563,   -56.76676756
   -56.34599181,   -56.72999275
   -56.29717099,   -56.72385532
   -56.08474388,   -56.43588776
   -56.14310235,   -56.49370962
   -55.61986057,   -55.93846326
   -54.76710184,   -55.05883457
   -53.48016766,   -53.74841813
   -52.55370713,   -52.82032049
   -53.28088389,   -53.55676856
   -52.97103219,   -53.23672055
   -51.75690266,   -51.99851147
   -43.73994876,   -43.90545793
   -38.82412122,   -38.93978925
   -33.00434755,   -33.09977416
   -19.39291744,   -19.44068226
                                                  
