SCF
-15784.53304
-15784.53461
-15784.51693
-15784.34233
-15783.89279
-15784.19097
-15783.84047
-15782.79870
-15781.32057
-15779.34089
-15776.83079
-15775.38254
-15775.81992
-15773.80345
-15759.84089
-15756.15901
