                                                  

       SCF,CCSD
   -56.49864360,   -56.91258854
   -56.49372938,   -56.87904679
   -56.44529557,   -56.87372929
   -56.44529557,   -56.87372929
   -56.29119073,   -56.64275834
   -55.77602774,   -56.09614965
   -54.92605935,   -55.21914448
   -53.64140342,   -53.91085122
   -52.71573729,   -52.98245764
   -53.42879706,   -53.70489653
   -53.13857802,   -53.40508633
   -51.91929961,   -52.16185667
   -43.83677045,   -44.00461467
   -38.88147130,   -38.99965481
   -33.01553920,   -33.11409913
   -19.29738076,   -19.34836611
                                                  
