                                                  

          SCF
   -14799.80878
   -14799.79310
   -14799.76060
   -14799.52368
   -14799.81752
   -14799.64305
   -14799.62885
   -14799.15574
   -14798.27293
   -14796.95175
   -14795.98727
   -14796.95189
   -14796.38847
   -14795.19123
   -14791.45911
   -14787.31162
   -14782.49408
                                                  
