                                                  

       SCF,CCSD
   -46.34601665,   -46.74672029
   -46.34665617,   -46.72394180
   -46.33125911,   -46.75864895
   -46.15604669,   -46.50521522
   -46.13914229,   -46.49017747
   -45.70499223,   -46.02714140
   -44.88471997,   -45.18178998
   -44.52190856,   -44.81129888
   -44.17568689,   -44.46205124
   -43.65951261,   -43.92674683
   -37.21986842,   -37.41102514
   -33.13386557,   -33.27079096
   -28.18225512,   -28.29853597
   -22.59557192,   -22.68693311
   -16.35647593,   -16.41948017
                                                  
